Velocity  Position    Throttle
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
0.000000    36932.012827  0.000000
